FIPS,StateName,CntyName,DeerDensityMax,DeerDensityMode
29167,Missouri,Polk County,1,1
29169,Missouri,Pulaski County,2,1
29171,Missouri,Putnam County,2,1
29173,Missouri,Ralls County,2,2
29175,Missouri,Randolph County,2,2
29177,Missouri,Ray County,2,2
29179,Missouri,Reynolds County,1,1
29181,Missouri,Ripley County,3,1
29183,Missouri,St. Charles County,3,2
29185,Missouri,St. Clair County,2,2
29186,Missouri,St. Genevieve County,1,1
29187,Missouri,St. Francois County,1,1
29189,Missouri,St. Louis County,2,1
29195,Missouri,Saline County,2,2
29197,Missouri,Schuyler County,2,2
29199,Missouri,Scotland County,2,2
29201,Missouri,Scott County,1,1
29203,Missouri,Shannon County,2,1
29205,Missouri,Shelby County,2,2
29207,Missouri,Stoddard County,1,1
29209,Missouri,Stone County,2,1
29211,Missouri,Sullivan County,1,1
29213,Missouri,Taney County,3,1
29215,Missouri,Texas County,1,1
29217,Missouri,Vernon County,2,1
29219,Missouri,Warren County,2,2
29221,Missouri,Washington County,1,1
29223,Missouri,Wayne County,1,1
29225,Missouri,Webster County,1,1
29227,Missouri,Worth County,1,1
29229,Missouri,Wright County,1,1
29510,Missouri,St. Louis City,1,1
30001,Montana,Beaverhead County,2,0
30003,Montana,Big Horn County,2,0
30005,Montana,Blaine County,2,1
30007,Montana,Broadwater County,2,0
30009,Montana,Carbon County,2,1
30011,Montana,Carter County,3,0
30013,Montana,Cascade County,1,1
30015,Montana,Chouteau County,1,1
30017,Montana,Custer County,3,0
30019,Montana,Daniels County,1,1
30021,Montana,Dawson County,3,1
30023,Montana,Deer Lodge County,1,0
30025,Montana,Fallon County,1,0
30027,Montana,Fergus County,3,1
30029,Montana,Flathead County,2,1
30031,Montana,Gallatin County and Yellowstone National Park,1,1
30033,Montana,Garfield County,1,0
30035,Montana,Glacier County,1,1
30037,Montana,Golden Valley County,1,0
30039,Montana,Granite County,2,1
30041,Montana,Hill County,1,1
30043,Montana,Jefferson County,2,0
30045,Montana,Judith Basin County,1,1
30047,Montana,Lake County,2,1
30049,Montana,Lewis and Clark County,1,1
30051,Montana,Liberty County,1,1
30053,Montana,Lincoln County,2,1
30055,Montana,McCone County,1,1
30057,Montana,Madison County,2,0
30059,Montana,Meagher County,1,1
30061,Montana,Mineral County,1,1
30063,Montana,Missoula County,3,1
30065,Montana,Musselshell County,1,1
30067,Montana,Park County,1,1
30069,Montana,Petroleum County,1,1
30071,Montana,Phillips County,2,1
30073,Montana,Pondera County,1,1
30075,Montana,Powder River County,3,0
30077,Montana,Powell County,1,1
30079,Montana,Prairie County,3,1
30081,Montana,Ravalli County,3,1
30083,Montana,Richland County,3,1
30085,Montana,Roosevelt County,2,1
30087,Montana,Rosebud County,3,0
30089,Montana,Sanders County,2,1
30091,Montana,Sheridan County,1,1
30093,Montana,Silver Bow County,0,0
30095,Montana,Stillwater County,1,1
30097,Montana,Sweet Grass County,1,1
30099,Montana,Teton County,1,1
30101,Montana,Toole County,1,1
30103,Montana,Treasure County,3,0
30105,Montana,Valley County,2,1
30107,Montana,Wheatland County,2,0
30109,Montana,Wibaux County,1,1
30111,Montana,Yellowstone County,2,0
31001,Nebraska,Adams County,1,1
31003,Nebraska,Antelope County,2,1
31005,Nebraska,Arthur County,1,1
31007,Nebraska,Banner County,1,1
31009,Nebraska,Blaine County,1,1
31011,Nebraska,Boone County,1,1
31013,Nebraska,Box Butte County,1,1
31015,Nebraska,Boyd County,2,2
31017,Nebraska,Brown County,2,1
31019,Nebraska,Buffalo County,2,1
31021,Nebraska,Burt County,1,1
31023,Nebraska,Butler County,2,1
31025,Nebraska,Cass County,2,1
31027,Nebraska,Cedar County,2,1
31029,Nebraska,Chase County,1,1
31031,Nebraska,Cherry County,1,1
31033,Nebraska,Cheyenne County,1,1
31035,Nebraska,Clay County,1,1
31037,Nebraska,Colfax County,2,1
31039,Nebraska,Cuming County,2,1
31041,Nebraska,Custer County,1,1
31043,Nebraska,Dakota County,2,1
31045,Nebraska,Dawes County,1,1
31047,Nebraska,Dawson County,2,1
31049,Nebraska,Deuel County,2,1
31051,Nebraska,Dixon County,2,1
31053,Nebraska,Dodge County,2,1
31055,Nebraska,Douglas County,2,1
31057,Nebraska,Dundy County,1,1
31059,Nebraska,Fillmore County,1,1
31061,Nebraska,Franklin County,2,1
31063,Nebraska,Frontier County,1,1
31065,Nebraska,Furnas County,1,1
31067,Nebraska,Gage County,1,1
31069,Nebraska,Garden County,1,1
31071,Nebraska,Garfield County,1,1
31073,Nebraska,Gosper County,1,1
31075,Nebraska,Grant County,1,1
31077,Nebraska,Greeley County,1,1
31079,Nebraska,Hall County,2,1
31081,Nebraska,Hamilton County,2,1
31083,Nebraska,Harlan County,2,1
31085,Nebraska,Hayes County,1,1
31087,Nebraska,Hitchcock County,1,1
31089,Nebraska,Holt County,2,1
31091,Nebraska,Hooker County,1,1
31093,Nebraska,Howard County,1,1
31095,Nebraska,Jefferson County,1,1
31097,Nebraska,Johnson County,2,1
31099,Nebraska,Kearney County,2,1
31101,Nebraska,Keith County,2,1
31103,Nebraska,Keya Paha County,2,1
31105,Nebraska,Kimball County,1,1
31107,Nebraska,Knox County,2,1
31109,Nebraska,Lancaster County,1,1
31111,Nebraska,Lincoln County,2,1
31113,Nebraska,Logan County,1,1
31115,Nebraska,Loup County,1,1
31117,Nebraska,McPherson County,1,1
31119,Nebraska,Madison County,2,1
31121,Nebraska,Merrick County,2,1
31123,Nebraska,Morrill County,1,1
31125,Nebraska,Nance County,2,1
31127,Nebraska,Nemaha County,2,1
31129,Nebraska,Nuckolls County,2,1
31131,Nebraska,Otoe County,2,1
31133,Nebraska,Pawnee County,1,1
31135,Nebraska,Perkins County,1,1
31137,Nebraska,Phelps County,2,1
31139,Nebraska,Pierce County,1,1
31141,Nebraska,Platte County,2,1
31143,Nebraska,Polk County,2,1
31145,Nebraska,Red Willow County,2,1
31147,Nebraska,Richardson County,2,2
31149,Nebraska,Rock County,1,1
31151,Nebraska,Saline County,1,1
31153,Nebraska,Sarpy County,2,2
31155,Nebraska,Saunders County,2,1
31157,Nebraska,Scotts Bluff County,1,1
31159,Nebraska,Seward County,1,1
31161,Nebraska,Sheridan County,1,1
31163,Nebraska,Sherman County,1,1
31165,Nebraska,Sioux County,1,1
31167,Nebraska,Stanton County,2,1
31169,Nebraska,Thayer County,1,1
31171,Nebraska,Thomas County,1,1
31173,Nebraska,Thurston County,1,1
31175,Nebraska,Valley County,1,1
31177,Nebraska,Washington County,2,1
31179,Nebraska,Wayne County,1,1
31181,Nebraska,Webster County,2,1
31183,Nebraska,Wheeler County,1,1
31185,Nebraska,York County,1,1
32001,Nevada,Churchill County,0,0
32003,Nevada,Clark County,0,0
32005,Nevada,Douglas County,0,0
32007,Nevada,Elko County,0,0
32009,Nevada,Esmeralda County,0,0
32011,Nevada,Eureka County,0,0
32013,Nevada,Humboldt County,0,0
32015,Nevada,Lander County,0,0
32017,Nevada,Lincoln County,0,0
32019,Nevada,Lyon County,0,0
32021,Nevada,Mineral County,0,0
32023,Nevada,Nye County,0,0
32027,Nevada,Pershing County,0,0
32029,Nevada,Storey County,0,0
32031,Nevada,Washoe County,0,0
32033,Nevada,White Pine County,0,0
32510,Nevada,Carson City,0,0
33001,New Hampshire,Belknap County,1,1
33003,New Hampshire,Carroll County,1,1
33005,New Hampshire,Cheshire County,1,1
33007,New Hampshire,Coos County,1,1
33009,New Hampshire,Grafton County,1,1
33011,New Hampshire,Hillsborough County,1,1
33013,New Hampshire,Merrimack County,1,1
33015,New Hampshire,Rockingham County,1,1
33017,New Hampshire,Strafford County,1,1
33019,New Hampshire,Sullivan County,1,1
34001,New Jersey,Atlantic County,3,2
34003,New Jersey,Bergen County,2,1
34005,New Jersey,Burlington County,2,2
34007,New Jersey,Camden County,2,2
34009,New Jersey,Cape May County,3,3
34011,New Jersey,Cumberland County,2,2
34013,New Jersey,Essex County,0,0
34015,New Jersey,Gloucester County,3,2
34017,New Jersey,Hudson County,0,0
34019,New Jersey,Hunterdon County,4,4
34021,New Jersey,Mercer County,2,2
34023,New Jersey,Middlesex County,2,2
34025,New Jersey,Monmouth County,2,2
34027,New Jersey,Morris County,4,3
34029,New Jersey,Ocean County,3,1
34031,New Jersey,Passaic County,2,2
34033,New Jersey,Salem County,3,2
34035,New Jersey,Somerset County,4,3
34037,New Jersey,Sussex County,4,3
34039,New Jersey,Union County,0,0
34041,New Jersey,Warren County,4,4
35001,New Mexico,Bernalillo County,0,0
35003,New Mexico,Catron County,1,1
35005,New Mexico,Chaves County,1,0
35006,New Mexico,Cibola County,0,0
35007,New Mexico,Colfax County,1,0
35009,New Mexico,Curry County,0,0
35011,New Mexico,De Baca County,0,0
35013,New Mexico,Dona Ana County,0,0
35015,New Mexico,Eddy County,1,0
35017,New Mexico,Grant County,1,1
35019,New Mexico,Guadalupe County,0,0
35021,New Mexico,Harding County,1,0
35023,New Mexico,Hidalgo County,1,0
35025,New Mexico,Lea County,1,0
35027,New Mexico,Lincoln County,1,0
35028,New Mexico,Los Alamos County,0,0
35029,New Mexico,Luna County,1,0
35031,New Mexico,McKinley County,0,0
35033,New Mexico,Mora County,0,0
35035,New Mexico,Otero County,1,0
35037,New Mexico,Quay County,1,0
35039,New Mexico,Rio Arriba County,0,0
35041,New Mexico,Roosevelt County,0,0
35043,New Mexico,Sandoval County,0,0
35045,New Mexico,San Juan County,0,0
35047,New Mexico,San Miguel County,1,0
35049,New Mexico,Santa Fe County,0,0
35051,New Mexico,Sierra County,1,0
35053,New Mexico,Socorro County,1,0
35055,New Mexico,Taos County,0,0
35057,New Mexico,Torrance County,0,0
35059,New Mexico,Union County,1,0
35061,New Mexico,Valencia County,0,0
36001,New York,Albany County,2,2
36003,New York,Allegany County,3,3
36005,New York,Bronx County,0,0
36007,New York,Broome County,2,2
36009,New York,Cattaraugus County,4,3
36011,New York,Cayuga County,2,2
36013,New York,Chautauqua County,3,3
36015,New York,Chemung County,3,3
36017,New York,Chenango County,2,2
36019,New York,Clinton County,1,1
36021,New York,Columbia County,4,4
36023,New York,Cortland County,2,2
36025,New York,Delaware County,2,2
36027,New York,Dutchess County,4,2
36029,New York,Erie County,2,2
36031,New York,Essex County,1,1
36033,New York,Franklin County,2,1
36035,New York,Fulton County,1,1
36037,New York,Genesee County,2,2
36039,New York,Greene County,2,2
36041,New York,Hamilton County,1,1
36043,New York,Herkimer County,2,1
36045,New York,Jefferson County,2,2
36047,New York,Kings County,0,0
36049,New York,Lewis County,2,2
36051,New York,Livingston County,4,2
36053,New York,Madison County,2,2
36055,New York,Monroe County,2,2
36057,New York,Montgomery County,2,2
36059,New York,Nassau County,0,0
36061,New York,New York County,0,0
36063,New York,Niagara County,2,1
36065,New York,Oneida County,2,2
36067,New York,Onondaga County,2,1
36069,New York,Ontario County,4,2
36071,New York,Orange County,3,3
36073,New York,Orleans County,2,1
36075,New York,Oswego County,2,2
36077,New York,Otsego County,2,2
36079,New York,Putnam County,2,1
36081,New York,Queens County,0,0
36083,New York,Rensselaer County,3,3
36085,New York,Richmond County,0,0
36087,New York,Rockland County,2,1
36089,New York,St. Lawrence County,2,2
36091,New York,Saratoga County,2,1
36093,New York,Schenectady County,2,2
36095,New York,Schoharie County,2,2
36097,New York,Schuyler County,3,2
36099,New York,Seneca County,3,2
36101,New York,Steuben County,4,3
36103,New York,Suffolk County,1,1
36105,New York,Sullivan County,3,3
36107,New York,Tioga County,2,2
36109,New York,Tompkins County,2,2
36111,New York,Ulster County,3,3
36113,New York,Warren County,1,1
36115,New York,Washington County,3,2
36117,New York,Wayne County,2,2
36119,New York,Westchester County,1,1
36121,New York,Wyoming County,3,2
36123,New York,Yates County,3,2
37001,North Carolina,Alamance County,4,4
37003,North Carolina,Alexander County,4,3
37005,North Carolina,Alleghany County,4,4
37007,North Carolina,Anson County,4,4
37009,North Carolina,Ashe County,4,4
37011,North Carolina,Avery County,3,2
37013,North Carolina,Beaufort County,3,3
37015,North Carolina,Bertie County,4,4
37017,North Carolina,Bladen County,3,3
37019,North Carolina,Brunswick County,3,2
37021,North Carolina,Buncombe County,2,1
37023,North Carolina,Burke County,2,2
37025,North Carolina,Cabarrus County,3,3
37027,North Carolina,Caldwell County,2,2
37029,North Carolina,Camden County,3,2
37031,North Carolina,Carteret County,3,3
37033,North Carolina,Caswell County,4,4
37035,North Carolina,Catawba County,4,3
37037,North Carolina,Chatham County,4,3
37039,North Carolina,Cherokee County,1,1
37041,North Carolina,Chowan County,4,4
37043,North Carolina,Clay County,1,1
37045,North Carolina,Cleveland County,2,2
37047,North Carolina,Columbus County,3,2
37049,North Carolina,Craven County,3,3
37051,North Carolina,Cumberland County,2,2
37053,North Carolina,Currituck County,3,3
37055,North Carolina,Dare County,1,1
37057,North Carolina,Davidson County,3,3
37059,North Carolina,Davie County,4,4
37061,North Carolina,Duplin County,3,3
37063,North Carolina,Durham County,3,3
37065,North Carolina,Edgecombe County,4,4
37067,North Carolina,Forsyth County,2,2
37069,North Carolina,Franklin County,4,4
37071,North Carolina,Gaston County,2,1
37073,North Carolina,Gates County,4,4
37075,North Carolina,Graham County,1,1
37077,North Carolina,Granville County,4,4
37079,North Carolina,Greene County,3,3
37081,North Carolina,Guilford County,2,2
37083,North Carolina,Halifax County,4,4
37085,North Carolina,Harnett County,3,2
37087,North Carolina,Haywood County,2,1
37089,North Carolina,Henderson County,1,1
37091,North Carolina,Hertford County,4,4
37093,North Carolina,Hoke County,2,1
37095,North Carolina,Hyde County,3,2
37097,North Carolina,Iredell County,4,4
37099,North Carolina,Jackson County,1,1
37101,North Carolina,Johnston County,3,2
37103,North Carolina,Jones County,3,3
37105,North Carolina,Lee County,3,2
37107,North Carolina,Lenoir County,3,2
37109,North Carolina,Lincoln County,2,2
37111,North Carolina,McDowell County,2,2
37113,North Carolina,Macon County,2,1
37115,North Carolina,Madison County,2,1
37117,North Carolina,Martin County,3,3
37119,North Carolina,Mecklenburg County,3,1
37121,North Carolina,Mitchell County,2,2
37123,North Carolina,Montgomery County,4,4
37125,North Carolina,Moore County,2,2
37127,North Carolina,Nash County,4,2
37129,North Carolina,New Hanover County,3,2
37131,North Carolina,Northampton County,4,4
37133,North Carolina,Onslow County,3,3
37135,North Carolina,Orange County,3,3
37137,North Carolina,Pamlico County,3,3
37139,North Carolina,Pasquotank County,2,2
37141,North Carolina,Pender County,3,3
37143,North Carolina,Perquimans County,4,3
37145,North Carolina,Person County,4,4
37147,North Carolina,Pitt County,4,3
37149,North Carolina,Polk County,3,2
37151,North Carolina,Randolph County,2,2
37153,North Carolina,Richmond County,2,2
37155,North Carolina,Robeson County,2,1
37157,North Carolina,Rockingham County,3,3
37159,North Carolina,Rowan County,4,4
37161,North Carolina,Rutherford County,3,3
37163,North Carolina,Sampson County,2,2
37165,North Carolina,Scotland County,2,2
37167,North Carolina,Stanly County,4,4
37169,North Carolina,Stokes County,3,3
37171,North Carolina,Surry County,3,3
37173,North Carolina,Swain County,2,1
37175,North Carolina,Transylvania County,1,1
37177,North Carolina,Tyrrell County,2,2
37179,North Carolina,Union County,4,2
37181,North Carolina,Vance County,4,4
37183,North Carolina,Wake County,4,3
37185,North Carolina,Warren County,4,4
37187,North Carolina,Washington County,3,3
37189,North Carolina,Watauga County,4,3
37191,North Carolina,Wayne County,2,2
37193,North Carolina,Wilkes County,4,4
37195,North Carolina,Wilson County,2,2
37197,North Carolina,Yadkin County,4,4
37199,North Carolina,Yancey County,2,2
38001,North Dakota,Adams County,1,1
38003,North Dakota,Barnes County,1,1
38005,North Dakota,Benson County,2,1
38007,North Dakota,Billings County,1,1
38009,North Dakota,Bottineau County,2,1
38011,North Dakota,Bowman County,1,1
38013,North Dakota,Burke County,1,1
38015,North Dakota,Burleigh County,2,1
38017,North Dakota,Cass County,2,1
38019,North Dakota,Cavalier County,1,1
38021,North Dakota,Dickey County,1,1
38023,North Dakota,Divide County,1,1
38025,North Dakota,Dunn County,1,1
38027,North Dakota,Eddy County,2,1
38029,North Dakota,Emmons County,2,1
38031,North Dakota,Foster County,1,1
38033,North Dakota,Golden Valley County,1,1
38035,North Dakota,Grand Forks County,2,1
38037,North Dakota,Grant County,1,1
38039,North Dakota,Griggs County,1,1
38041,North Dakota,Hettinger County,1,1
38043,North Dakota,Kidder County,1,1
38045,North Dakota,LaMoure County,1,1
38047,North Dakota,Logan County,1,1
38049,North Dakota,McHenry County,2,1
38051,North Dakota,McIntosh County,1,1
38053,North Dakota,McKenzie County,2,1
38055,North Dakota,McLean County,2,1
38057,North Dakota,Mercer County,1,1
38059,North Dakota,Morton County,2,1
38061,North Dakota,Mountrail County,1,1
38063,North Dakota,Nelson County,2,2
38065,North Dakota,Oliver County,2,1
38067,North Dakota,Pembina County,1,1
38069,North Dakota,Pierce County,1,1
38071,North Dakota,Ramsey County,2,1
38073,North Dakota,Ransom County,1,1
38075,North Dakota,Renville County,1,1
38077,North Dakota,Richland County,1,1
38079,North Dakota,Rolette County,1,1
38081,North Dakota,Sargent County,1,1
38083,North Dakota,Sheridan County,1,1
38085,North Dakota,Sioux County,1,1
38087,North Dakota,Slope County,1,1
38089,North Dakota,Stark County,1,1
38091,North Dakota,Steele County,2,2
38093,North Dakota,Stutsman County,1,1
38095,North Dakota,Towner County,1,1
38097,North Dakota,Traill County,2,1
38099,North Dakota,Walsh County,2,1
38101,North Dakota,Ward County,1,1
38103,North Dakota,Wells County,1,1
38105,North Dakota,Williams County,2,1
39001,Ohio,Adams County,1,1
39003,Ohio,Allen County,1,1
39005,Ohio,Ashland County,1,1
39007,Ohio,Ashtabula County,1,1
39009,Ohio,Athens County,2,2
39011,Ohio,Auglaize County,1,1
39013,Ohio,Belmont County,2,2
39015,Ohio,Brown County,1,1
39017,Ohio,Butler County,4,1
39019,Ohio,Carroll County,2,2
39021,Ohio,Champaign County,1,1
39023,Ohio,Clark County,1,1
39025,Ohio,Clermont County,1,1
39027,Ohio,Clinton County,1,1
39029,Ohio,Columbiana County,2,1
39031,Ohio,Coshocton County,2,2
39033,Ohio,Crawford County,1,1
39035,Ohio,Cuyahoga County,1,1
39037,Ohio,Darke County,1,1
39039,Ohio,Defiance County,1,1
39041,Ohio,Delaware County,1,1
39043,Ohio,Erie County,1,1
39045,Ohio,Fairfield County,1,1
39047,Ohio,Fayette County,1,1
39049,Ohio,Franklin County,1,1
39051,Ohio,Fulton County,1,1
39053,Ohio,Gallia County,2,2
39055,Ohio,Geauga County,1,1
39057,Ohio,Greene County,1,1
39059,Ohio,Guernsey County,2,2
39061,Ohio,Hamilton County,4,1
39063,Ohio,Hancock County,1,1
39065,Ohio,Hardin County,1,1
39067,Ohio,Harrison County,2,2
39069,Ohio,Henry County,1,1
39071,Ohio,Highland County,1,1
39073,Ohio,Hocking County,2,2
39075,Ohio,Holmes County,2,2
39077,Ohio,Huron County,1,1
39079,Ohio,Jackson County,2,2
39081,Ohio,Jefferson County,2,2
39083,Ohio,Knox County,2,2
39085,Ohio,Lake County,1,1
39087,Ohio,Lawrence County,2,2
39089,Ohio,Licking County,2,2
39091,Ohio,Logan County,1,1
39093,Ohio,Lorain County,1,1
39095,Ohio,Lucas County,1,1
39097,Ohio,Madison County,1,1
39099,Ohio,Mahoning County,1,1
39101,Ohio,Marion County,1,1
39103,Ohio,Medina County,1,1
39105,Ohio,Meigs County,4,2
39107,Ohio,Mercer County,1,1
39109,Ohio,Miami County,1,1
39111,Ohio,Monroe County,2,2
39113,Ohio,Montgomery County,1,1
39115,Ohio,Morgan County,2,2
39117,Ohio,Morrow County,1,1
39119,Ohio,Muskingum County,2,2
39121,Ohio,Noble County,2,2
39123,Ohio,Ottawa County,1,1
39125,Ohio,Paulding County,1,1
39127,Ohio,Perry County,2,2
39129,Ohio,Pickaway County,1,1
39131,Ohio,Pike County,2,2
39133,Ohio,Portage County,1,1
39135,Ohio,Preble County,1,1
39137,Ohio,Putnam County,1,1
39139,Ohio,Richland County,1,1
39141,Ohio,Ross County,2,2
39143,Ohio,Sandusky County,1,1
39145,Ohio,Scioto County,1,1
39147,Ohio,Seneca County,1,1
39149,Ohio,Shelby County,1,1
39151,Ohio,Stark County,1,1
39153,Ohio,Summit County,1,1
39155,Ohio,Trumbull County,1,1
39157,Ohio,Tuscarawas County,2,2
39159,Ohio,Union County,1,1
39161,Ohio,Van Wert County,1,1
39163,Ohio,Vinton County,2,2
39165,Ohio,Warren County,1,1
39167,Ohio,Washington County,2,2
39169,Ohio,Wayne County,1,1
39171,Ohio,Williams County,1,1
39173,Ohio,Wood County,1,1
39175,Ohio,Wyandot County,1,1
40001,Oklahoma,Adair County,3,3
40003,Oklahoma,Alfalfa County,2,2
40005,Oklahoma,Atoka County,2,2
40007,Oklahoma,Beaver County,2,1
40009,Oklahoma,Beckham County,2,1
40011,Oklahoma,Blaine County,2,2
40013,Oklahoma,Bryan County,2,2
40015,Oklahoma,Caddo County,2,2
40017,Oklahoma,Canadian County,2,2
40019,Oklahoma,Carter County,2,2
40021,Oklahoma,Cherokee County,3,3
40023,Oklahoma,Choctaw County,2,2
40025,Oklahoma,Cimarron County,1,1
40027,Oklahoma,Cleveland County,2,2
40029,Oklahoma,Coal County,2,2
40031,Oklahoma,Comanche County,2,1
40033,Oklahoma,Cotton County,2,1
40035,Oklahoma,Craig County,4,4
40037,Oklahoma,Creek County,2,2
40039,Oklahoma,Custer County,2,1
40041,Oklahoma,Delaware County,4,3
40043,Oklahoma,Dewey County,2,2
40045,Oklahoma,Ellis County,2,1
40047,Oklahoma,Garfield County,2,2
40049,Oklahoma,Garvin County,2,2
40051,Oklahoma,Grady County,2,2
40053,Oklahoma,Grant County,2,2
40055,Oklahoma,Greer County,1,1
40057,Oklahoma,Harmon County,1,1
40059,Oklahoma,Harper County,2,1
40061,Oklahoma,Haskell County,3,3
40063,Oklahoma,Hughes County,2,2
40065,Oklahoma,Jackson County,1,1
40067,Oklahoma,Jefferson County,2,1
40069,Oklahoma,Johnston County,2,2
40071,Oklahoma,Kay County,2,2
40073,Oklahoma,Kingfisher County,2,2
40075,Oklahoma,Kiowa County,1,1
40077,Oklahoma,Latimer County,2,1
40079,Oklahoma,Le Flore County,3,1
40081,Oklahoma,Lincoln County,2,2
40083,Oklahoma,Logan County,2,2
40085,Oklahoma,Love County,2,2
40087,Oklahoma,McClain County,2,2
40089,Oklahoma,McCurtain County,2,1
40091,Oklahoma,McIntosh County,3,2
40093,Oklahoma,Major County,2,2
40095,Oklahoma,Marshall County,2,2
40097,Oklahoma,Mayes County,3,3
40099,Oklahoma,Murray County,2,2
40101,Oklahoma,Muskogee County,3,3
40103,Oklahoma,Noble County,2,2
40105,Oklahoma,Nowata County,3,3
40107,Oklahoma,Okfuskee County,2,2
40109,Oklahoma,Oklahoma County,2,2
40111,Oklahoma,Okmulgee County,3,2
40113,Oklahoma,Osage County,3,2
40115,Oklahoma,Ottawa County,4,4
40117,Oklahoma,Pawnee County,2,2
40119,Oklahoma,Payne County,2,2
40121,Oklahoma,Pittsburg County,2,2
40123,Oklahoma,Pontotoc County,2,2
40125,Oklahoma,Pottawatomie County,2,2
40127,Oklahoma,Pushmataha County,2,1
40129,Oklahoma,Roger Mills County,3,1
40131,Oklahoma,Rogers County,3,3
40133,Oklahoma,Seminole County,2,2
40135,Oklahoma,Sequoyah County,3,3
40137,Oklahoma,Stephens County,2,2
40139,Oklahoma,Texas County,2,1
40141,Oklahoma,Tillman County,1,1
40143,Oklahoma,Tulsa County,3,2
40145,Oklahoma,Wagoner County,3,3
40147,Oklahoma,Washington County,3,2
40149,Oklahoma,Washita County,1,1
40151,Oklahoma,Woods County,2,2
40153,Oklahoma,Woodward County,2,1
41001,Oregon,Baker County,1,0
41003,Oregon,Benton County,0,0
41005,Oregon,Clackamas County,0,0
41007,Oregon,Clatsop County,0,0
41009,Oregon,Columbia County,0,0
41011,Oregon,Coos County,0,0
41013,Oregon,Crook County,0,0
41015,Oregon,Curry County,0,0
41017,Oregon,Deschutes County,0,0
41019,Oregon,Douglas County,2,0
41021,Oregon,Gilliam County,1,1
41023,Oregon,Grant County,1,0
41025,Oregon,Harney County,0,0
41027,Oregon,Hood River County,0,0
41029,Oregon,Jackson County,0,0
41031,Oregon,Jefferson County,0,0
41033,Oregon,Josephine County,0,0
41035,Oregon,Klamath County,0,0
41037,Oregon,Lake County,0,0
41039,Oregon,Lane County,0,0
41041,Oregon,Lincoln County,0,0
41043,Oregon,Linn County,0,0
41045,Oregon,Malheur County,0,0
41047,Oregon,Marion County,0,0
41049,Oregon,Morrow County,1,0
41051,Oregon,Multnomah County,0,0
41053,Oregon,Polk County,0,0
41055,Oregon,Sherman County,1,0
41057,Oregon,Tillamook County,0,0
41059,Oregon,Umatilla County,2,1
41061,Oregon,Union County,2,1
41063,Oregon,Wallowa County,1,0
41065,Oregon,Wasco County,0,0
41067,Oregon,Washington County,0,0
41069,Oregon,Wheeler County,1,0
41071,Oregon,Yamhill County,0,0
42001,Pennsylvania,Adams County,2,2
42003,Pennsylvania,Allegheny County,1,1
42005,Pennsylvania,Armstrong County,3,3
42007,Pennsylvania,Beaver County,4,3
42009,Pennsylvania,Bedford County,3,3
42011,Pennsylvania,Berks County,3,3
42013,Pennsylvania,Blair County,3,3
42015,Pennsylvania,Bradford County,3,3
42017,Pennsylvania,Bucks County,1,1
42019,Pennsylvania,Butler County,3,3
42021,Pennsylvania,Cambria County,2,2
42023,Pennsylvania,Cameron County,2,2
42025,Pennsylvania,Carbon County,2,2
42027,Pennsylvania,Centre County,3,3
42029,Pennsylvania,Chester County,3,1
42031,Pennsylvania,Clarion County,3,3
42033,Pennsylvania,Clearfield County,3,3
42035,Pennsylvania,Clinton County,3,2
42037,Pennsylvania,Columbia County,3,3
42039,Pennsylvania,Crawford County,3,3
42041,Pennsylvania,Cumberland County,3,2
42043,Pennsylvania,Dauphin County,2,2
42045,Pennsylvania,Delaware County,1,1
42047,Pennsylvania,Elk County,2,2
42049,Pennsylvania,Erie County,2,2
42051,Pennsylvania,Fayette County,4,2
42053,Pennsylvania,Forest County,4,4
42055,Pennsylvania,Franklin County,3,2
42057,Pennsylvania,Fulton County,3,3
42059,Pennsylvania,Greene County,4,4
42061,Pennsylvania,Huntingdon County,3,3
42063,Pennsylvania,Indiana County,3,3
42065,Pennsylvania,Jefferson County,3,3
42067,Pennsylvania,Juniata County,2,2
42069,Pennsylvania,Lackawanna County,2,2
42071,Pennsylvania,Lancaster County,2,1
42073,Pennsylvania,Lawrence County,3,2
42075,Pennsylvania,Lebanon County,2,2
42077,Pennsylvania,Lehigh County,2,2
42079,Pennsylvania,Luzerne County,3,3
42081,Pennsylvania,Lycoming County,2,2
42083,Pennsylvania,McKean County,3,3
42085,Pennsylvania,Mercer County,2,2
42087,Pennsylvania,Mifflin County,3,2
42089,Pennsylvania,Monroe County,2,2
42091,Pennsylvania,Montgomery County,1,1
42093,Pennsylvania,Montour County,2,2
42095,Pennsylvania,Northampton County,2,2
42097,Pennsylvania,Northumberland County,2,2
42099,Pennsylvania,Perry County,3,3
42101,Pennsylvania,Philadelphia County,1,1
42103,Pennsylvania,Pike County,2,2
42105,Pennsylvania,Potter County,3,3
42107,Pennsylvania,Schuylkill County,3,3
42109,Pennsylvania,Snyder County,2,2
42111,Pennsylvania,Somerset County,3,2
42113,Pennsylvania,Sullivan County,2,2
42115,Pennsylvania,Susquehanna County,3,3
42117,Pennsylvania,Tioga County,3,3
42119,Pennsylvania,Union County,2,2
42121,Pennsylvania,Venango County,3,3
42123,Pennsylvania,Warren County,3,3
42125,Pennsylvania,Washington County,4,4
42127,Pennsylvania,Wayne County,3,3
42129,Pennsylvania,Westmoreland County,3,3
42131,Pennsylvania,Wyoming County,2,2
42133,Pennsylvania,York County,2,2
